"","CRIM","INDUS","NOX","RM","AGE","DIS","RAD","TAX","PTRATIO","B","LSTAT"
"1",-1.98126743839134,-1.70265855750042,-0.0489917084956701,0.457694259918463,0.141887743506197,0.408699828344733,-2.13487645819434,-0.608137070493157,-1.44254940192497,0.302293143966927,-1.2739995013757
"2",-1.30434806015475,-0.262978774945333,-0.730219667579797,0.246693088519004,0.454167322972277,0.768800744060778,-1.34255729172209,-1.11630744135937,-0.230050476903158,0.302293143966927,-0.263449927064075
"3",-1.30468690554336,-0.262978774945333,-0.730219667579797,1.24755343156834,0.0355453408846405,0.768800744060778,-1.34255729172209,-1.11630744135937,-0.230050476903158,0.288966968612788,-1.62624873296329
"4",-1.22572864298345,-1.77720629493915,-0.848014195695707,1.01277824697292,-0.436386382561209,1.13806751054895,-0.879080290733182,-1.33393515980308,0.165115149078133,0.294877556298041,-2.15106373726706
"5",-0.875321059515989,-1.77720629493915,-0.848014195695707,1.20034372139914,-0.160660699263091,1.13806751054895,-0.879080290733182,-1.33393515980308,0.165115149078133,0.302293143966927,-1.16096517739187
"6",-1.26321492582652,-1.77720629493915,-0.848014195695707,0.259162879567836,-0.0300670511853909,1.13806751054895,-0.879080290733182,-1.33393515980308,0.165115149078133,0.293205631381927,-1.19886118395695
"7",-0.76163453983074,-0.12501309919262,-0.179855789289023,-0.339252956388419,0.176673567741484,0.977961321796374,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.298051537460756,0.248210827977713
"8",-0.533610879404263,-0.12501309919262,-0.179855789289023,-0.105418461429168,0.777067338029742,1.10359871146802,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.302293143966927,0.96745867970622
"9",-0.358143424320696,-0.12501309919262,-0.179855789289023,-0.922118909919068,0.842202818262783,1.14414161242468,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.26839892798869,1.71061900116361
"10",-0.458493183499423,-0.12501309919262,-0.179855789289023,-0.351107467576977,0.593346914684512,1.29338162632714,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.268666416676366,0.779031516002697
"11",-0.329181810116388,-0.12501309919262,-0.179855789289023,0.185476968306647,0.746107987746803,1.22306893287866,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.287946300906714,1.07676324407206
"12",-0.629557994557928,-0.12501309919262,-0.179855789289023,-0.343696548488254,0.535140897578551,1.18769015762931,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.302293143966927,0.357037395710174
"13",-0.733732893200296,-0.12501309919262,-0.179855789289023,-0.52328380967731,-0.699546379704738,0.9410649679258,-0.295168325444688,-0.483420542440191,-1.49508373126743,0.281275693467468,0.63793943382741
"14",0.147091758977681,-0.0815991127223647,-0.0489917084956701,-0.433037354307206,0.0541972886981943,0.669311294159667,-0.550238125249842,-0.516080122672734,1.09443540355142,0.302293143966927,-0.431925972725419
"15",0.153075334468549,-0.0815991127223647,-0.0489917084956701,-0.215724401499718,0.566441384424689,0.570001420959958,-0.550238125249842,-0.516080122672734,1.09443540355142,0.246104261147327,-0.0710816146449739
"16",0.145347841348058,-0.0815991127223647,-0.0489917084956701,-0.606821147385349,-0.0926125909134886,0.585183713038465,-0.550238125249842,-0.516080122672734,1.09443540355142,0.298116898454232,-0.390144839952193
"17",0.38526499895962,-0.0815991127223647,-0.0489917084956701,-0.454013182290874,-1.16778808214048,0.585183713038465,-0.550238125249842,-0.516080122672734,1.09443540355142,0.269134388754399,-0.81034686947156
"18",0.248534957617306,-0.0815991127223647,-0.0489917084956701,-0.371890920774608,0.511266498575833,0.483264502308812,-0.550238125249842,-0.516080122672734,1.09443540355142,0.268800140269812,0.523954001170174
"19",0.259325369586218,-0.0815991127223647,-0.0489917084956701,-1.20318832606616,-0.803540489982564,0.270685076063129,-0.550238125249842,-0.516080122672734,1.09443540355142,-0.107925512273816,0.146064024908405
"20",0.212740417590737,-0.0815991127223647,-0.0489917084956701,-0.771620042955861,0.246461278215502,0.270685076063129,-0.550238125249842,-0.516080122672734,1.09443540355142,0.282764702292961,0.0866480762164211
"21",0.464841544788234,-0.0815991127223647,-0.0489917084956701,-1.01908744857206,0.810793697382238,0.2713684142112,-0.550238125249842,-0.516080122672734,1.09443540355142,0.23431334871636,1.12251441542672
"22",0.286910283675162,-0.0815991127223647,-0.0489917084956701,-0.409125339697615,0.655070700888016,0.373150851401888,-0.550238125249842,-0.516080122672734,1.09443540355142,0.287979238251628,0.425825700904107
"23",0.457647335986554,-0.0815991127223647,-0.0489917084956701,-0.148797156576749,0.700329437903432,0.356725907135104,-0.550238125249842,-0.516080122672734,1.09443540355142,0.302293143966927,0.929664418382811
"24",0.355587850254395,-0.0815991127223647,-0.0489917084956701,-0.638925152009369,0.842202818262783,0.411054743149994,-0.550238125249842,-0.516080122672734,1.09443540355142,0.294582667789073,1.02971866367616
"25",0.228070920650076,-0.0815991127223647,-0.0489917084956701,-0.470528930759507,0.742631644921752,0.543940542317814,-0.550238125249842,-0.516080122672734,1.09443540355142,0.293894332920308,0.699294378875187
